Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1943,24.754,25.094,27.065,27.911,26.821,24.415,23.879,24.569,24.018,24.603,25.065,23.904
1944,24.543,24.86,26.175,27.608,28.07,25.408,24.237,24.871,25.206,25.546,25.343,24.357
1945,24.049,25.734,27.291,27.873,27.925,25.52,24.498,24.641,24.695,25.469,24.857,23.986
1946,23.612,25.193,27.108,27.958,27.477,24.964,24.286,24.101,24.744,25.821,25.068,24.521
1947,24.809,24.978,27.018,27.257,28.268,25.613,24.22,24.805,24.518,24.792,24.527,24.391
1948,24.915,25.435,27.144,28.149,27.631,25.576,24.369,24.411,24.502,25.596,25.801,23.698
1949,24.121,24.883,27.275,28.224,27.152,25.05,24.368,24.692,24.406,25.469,24.512,23.693
1950,24.19,24.939,26.669,28.289,28.011,25.298,23.888,24.675,24.175,24.716,24.287,23.859
1951,24.471,25.273,27.009,27.69,27.872,24.785,24.322,24.926,25.774,25.953,26.093,23.669
1952,24.815,25.925,26.796,28.608,28.263,25.335,24.87,24.569,24.932,25.007,23.803,24.782
1953,24.361,25.261,28.153,27.623,28.524,26.384,24.142,24.637,24.878,25.617,24.816,23.999
1954,24.728,25.845,26.919,28.386,27.712,25.408,23.805,24.22,24.233,24.795,24.258,24.435
1955,24.681,26.155,27.032,27.935,26.772,24.845,24.425,23.801,25.396,25.39,24.178,23.487
1956,23.959,25.006,27.573,28.889,26.373,24.529,23.387,24.027,24.288,24.795,25.051,23.964
1957,24.313,25.503,26.191,28.282,28.054,25.412,24.614,24.333,24.994,26.058,25.394,25.287
1958,24.719,25.717,27.206,28.643,27.779,26.309,24.6,24.724,24.599,25.228,25.661,24.702
1959,25.111,26.027,27.475,28.604,28.165,25.196,23.894,24.569,24.974,25.483,25.451,24.841
1960,25.111,25.836,27.142,28.381,27.335,25.617,24.724,25.205,24.617,25.478,24.995,24.49
1961,24.953,25.542,27.934,28.831,27.001,24.865,23.517,24.47,24.529,25.182,25.208,24.78
1962,24.117,25.872,27.051,28.055,27.464,26.449,24.78,24.469,24.998,25.704,25.4,24.659
1963,24.724,25.288,27.253,27.764,27.969,25.275,25.032,24.422,25.397,25.537,25.925,24.999
1964,24.403,26.025,27.633,29.327,28.576,25.817,24.916,24.207,24.406,25.583,24.451,23.957
1965,24.289,25.357,26.991,28.048,28.011,25.24,24.164,24.437,24.998,26.559,26.14,25.141
1966,25.093,26.488,27.736,28.693,27.61,26.102,25.037,25.629,25.509,25.712,25.305,24.431
1967,24.416,25.326,26.679,28.714,28.525,26.192,24.246,24.513,24.91,25.333,25.599,25.369
1968,24.413,25.902,26.98,27.896,28.226,25.75,24.207,24.926,25.246,25.525,25.566,24.603
1969,24.593,26.325,28.166,29.032,28.567,26.227,24.264,25.052,24.532,25.537,25.518,24.775
1970,24.919,25.704,27.032,28.514,27.429,25.051,24.504,24.101,24.513,25.17,24.718,23.532
1971,24.108,25.565,26.568,28.304,27.028,24.216,24.316,24.359,25.12,24.586,24.728,24.008
1972,23.728,24.857,26.705,28.309,27.048,26.366,24.957,25.109,25.402,26.009,25.793,25.085
1973,24.817,26.195,27.488,29.469,28.545,25.229,24.83,23.838,25.061,25.499,24.935,24.147
1974,24.249,25.461,27.433,28.738,27.582,25.015,24.065,24.459,25.204,24.956,24.73,23.91
1975,23.875,25.956,27.131,28.877,27.384,25.908,24.068,24.255,24.436,24.894,24.345,23.51
1976,23.408,25.256,27.645,27.862,27.723,25.819,24.513,24.89,25.094,26.646,26.178,25.612
1977,24.625,26.383,28.088,28.578,27.69,25.654,24.384,24.899,25.218,25.712,26.166,24.407
1978,25.007,25.735,27.396,28.129,27.274,24.531,24.019,24.383,24.802,25.634,25.987,24.857
1979,25.645,26.055,27.205,28.185,27.954,26.498,24.662,24.4,25.205,26.051,25.657,25.519
1980,24.666,26.247,27.786,28.556,28.59,25.328,24.513,24.737,24.882,25.805,25.112,24.627
1981,24.54,25.338,26.913,28.102,27.947,25.567,24.637,23.866,24.952,25.902,25.242,24.79
1982,24.681,26.071,27.733,28.54,27.843,25.805,24.915,24.87,25.412,26.693,25.849,25.19
1983,24.764,25.879,27.526,28.487,28.877,26.601,25.298,24.736,24.963,25.732,24.897,25.043
1984,24.947,26.123,27.414,28.043,29.086,25.12,24.278,24.562,25.025,25.452,25.315,24.857
1985,25.78,26.341,28.162,28.898,27.852,24.673,24.538,24.545,25.502,25.186,25.246,25.564
1986,24.85,25.553,28.272,29.03,28.421,25.707,25.128,24.37,25.634,26.316,25.658,25.365
1987,24.999,25.565,27.114,28.632,28.353,25.831,25.659,25.084,26.389,26.253,26.172,25.294
1988,24.981,26.738,28.006,28.811,28.411,26.134,24.953,24.837,25.06,25.951,25.649,24.815
1989,25.082,25.887,27.134,28.618,28.063,25.172,24.527,24.535,25.204,25.921,25.792,24.978
1990,25.121,25.831,27.063,28.594,27.104,25.488,24.722,24.414,25.513,25.953,25.358,25.026
1991,25.437,26.245,28.057,28.299,28.529,26.003,24.214,24.279,25.79,25.609,25.467,23.885
1992,24.098,25.52,27.897,28.699,28.111,26.133,24.767,24.728,25.333,25.431,25.783,23.953
1993,24.698,25.796,26.834,28.735,28.554,25.981,24.502,25.015,24.958,25.793,25.677,24.481
1994,24.886,25.831,28.104,28.033,28.412,25.373,24.394,24.781,25.299,25.693,25.126,24.023
1995,24.507,26.315,27.215,28.626,27.641,26.938,25.204,25.256,25.431,26.074,26.062,24.797
1996,25.161,26.225,28.088,28.379,28.984,26.144,25.083,24.815,25.232,25.322,25.855,24.331
1997,24.596,25.606,27.575,27.651,28.395,26.655,25.385,24.892,25.859,26.609,26.692,26.107
1998,25.583,26.766,28.058,29.446,29.029,26.638,25.31,25.377,25.13,25.742,25.841,24.93
1999,24.806,26.449,28.151,28.543,26.731,25.101,24.719,25.056,25.584,26.052,25.837,24.752
2000,25.459,25.997,27.136,28.683,27.367,25.159,24.576,24.555,25.477,25.793,26.121,24.454
2001,25.419,26.839,27.532,28.727,28.017,25.92,25.085,24.728,25.781,25.651,26.227,24.998
2002,25.218,26.218,28.504,29.122,28.465,25.844,25.225,25.04,26.086,26.413,26.149,25.23
